First Name,Last Name,Network Provider,Total Data (GB),Age,Upstream Data (MB),Downstream Data (MB),App Name,Timestamp,City,State,Country,Zip code
Ashley,Mendoza,Verizon,4.363361,58,93.26,220.11,Instagram,2023-10-10 16:12:19,West Valerie,Utah,Puerto Rico,85708
Gloria,Contreras,Verizon,6.510203,69,20.83,106.31,Facebook,2024-03-22 22:40:39,Michelleville,Hawaii,Panama,95212
Steven,Russell,Sprint,9.633447,62,10.13,29.89,Twitter,2023-08-29 05:30:33,South Rebecca,California,Denmark,15373
Crystal,Vasquez,T-Mobile,5.877182,92,96.42,114.83,WhatsApp,2024-03-22 16:19:59,Padillashire,Minnesota,Barbados,86243
David,Johnson,Sprint,7.80644,26,9.24,477.55,TikTok,2023-07-15 09:48:17,Port Benjamin,North Dakota,Kuwait,99789
Tina,Webb,T-Mobile,9.196319,93,71.96,251.68,Twitter,2023-06-21 10:50:14,Lake Tracyview,Maryland,Norway,24709
Darrell,Johnston,T-Mobile,3.630382,31,27.65,455.67,WhatsApp,2023-12-20 23:21:02,New Stacey,Utah,Reunion,7158
James,Lyons,T-Mobile,6.195551,62,13.1,373.32,Facebook,2024-05-26 16:55:42,Jacobsonton,Massachusetts,Gibraltar,99553
Michael,Sanchez,Sprint,8.131605,37,99.07,188.23,Instagram,2024-05-11 23:35:48,North Markmouth,California,Bangladesh,7014
Karen,Potter,AT&T,8.840112,78,52.48,169.46,Facebook,2023-12-18 00:28:53,Port Misty,New York,Sierra Leone,33782
Brittany,Wilson,T-Mobile,2.407733,69,31.38,349.13,Instagram,2023-08-12 15:45:35,Martinezborough,Texas,Guernsey,3479
Charles,Brown,AT&T,6.557208,18,66.47,233.35,WhatsApp,2023-08-15 15:13:12,Leeborough,West Virginia,Mongolia,10799
Kimberly,Evans,T-Mobile,2.524168,27,72.25,469.54,Instagram,2024-04-05 23:57:29,New Vincentbury,Arizona,Liechtenstein,66165
Leah,Garcia,Sprint,1.990279,91,93.83,225.08,Instagram,2024-04-06 02:40:17,Staceymouth,Massachusetts,Romania,36784
John,Woods,T-Mobile,0.738722,44,52.98,91.8,Snapchat,2024-01-11 04:54:11,Cynthiahaven,California,French Guiana,97587
Michael,Becker,Sprint,2.942697,91,15.74,122.59,YouTube,2023-08-05 05:48:10,Williamsside,Nebraska,Somalia,24739
Kayla,Krause,T-Mobile,8.931426,90,44.97,139.21,Snapchat,2024-01-29 13:13:01,Margaretchester,North Dakota,Dominican Republic,68827
David,Taylor,AT&T,0.932085,94,62.89,194.74,Snapchat,2023-10-27 23:23:48,West Michael,Pennsylvania,Paraguay,79180
Meghan,Erickson,Verizon,0.892069,84,55.67,208.05,TikTok,2024-02-12 08:01:53,East Steventown,Vermont,China,21094
Amanda,Carlson,Verizon,5.919054,43,63.17,428.54,WhatsApp,2023-10-26 13:28:15,North Nancyburgh,Iowa,Panama,92120
Shannon,Washington,T-Mobile,9.833245,84,7.93,428.81,TikTok,2023-10-13 20:04:02,Keithfort,Nebraska,Cuba,19702
Teresa,Cole,Verizon,6.657358,85,32.62,473.48,Facebook,2024-03-23 11:19:20,Port Sarahton,North Dakota,Bouvet Island (Bouvetoya),81488
Kevin,Griffin,AT&T,4.936072,24,86.3,361.25,Twitter,2024-02-05 04:13:04,South Monique,Oklahoma,Cameroon,33335
Heather,Bernard,Verizon,4.211215,84,98.57,305.5,TikTok,2023-08-08 21:34:15,South Richard,Oklahoma,San Marino,34760
Barbara,Glover,Sprint,2.885631,90,99.94,23.7,Twitter,2024-02-06 15:45:32,Lake Ashleyshire,Pennsylvania,Malta,10489
Katherine,Reynolds,Sprint,2.694129,95,95.95,136.35,Snapchat,2023-09-07 18:43:42,Baldwinborough,Wyoming,Turkmenistan,83917
Shelly,Garcia,Sprint,5.83025,86,67.73,23.16,Snapchat,2024-02-24 00:52:51,North Audreyfurt,Idaho,Gambia,52404
Thomas,Diaz,AT&T,7.262172,21,51.16,361.6,TikTok,2023-06-01 15:17:06,East Rachaelland,Oklahoma,Angola,59111
Daniel,Nelson,AT&T,3.690362,69,41.43,454.99,Snapchat,2024-03-09 01:39:05,Hutchinsonland,New Hampshire,France,92818
David,Estes,Verizon,9.018761,93,99.51,382.96,YouTube,2023-06-22 16:51:50,North Jeremiah,Hawaii,Wallis and Futuna,54865
Elizabeth,Thomas,T-Mobile,4.873309,95,34.94,207.93,Twitter,2023-10-28 10:57:51,Amandahaven,Idaho,Japan,20356
Richard,Brown,Verizon,3.506571,50,37.61,371.33,Twitter,2024-05-10 07:08:16,East Ernestton,Ohio,Azerbaijan,60544
Austin,Foster,AT&T,8.206795,94,7.77,293.74,TikTok,2024-05-02 13:40:05,West Christina,Maine,Algeria,78955
Jacob,Winters,Sprint,1.075662,46,8.64,31.99,WhatsApp,2024-05-25 05:22:36,Greenestad,Hawaii,Netherlands,26486
Nicholas,Simmons,Sprint,7.831545,46,83.22,357.73,WhatsApp,2023-09-21 17:42:03,Mcconnellhaven,Wyoming,Bosnia and Herzegovina,18923
Jason,Jacobs,Sprint,3.261525,43,93.12,357.9,Snapchat,2024-02-04 17:10:04,West Sara,South Carolina,Malaysia,13818
Jeremy,Stafford,Sprint,7.120926,89,30.18,354.61,TikTok,2024-01-28 15:28:43,Williamsberg,Illinois,Macao,4977
Eric,Potter,Sprint,4.350302,31,36.49,92.09,Instagram,2023-08-03 01:30:44,Rebeccaton,South Carolina,Micronesia,8897
Amber,Anderson,Sprint,3.641987,32,47.19,293.23,Facebook,2023-12-10 22:05:17,Patriciaborough,West Virginia,Barbados,5054
Joseph,Lowery,AT&T,5.446371,20,66.59,105.95,Instagram,2023-06-06 13:15:20,New Brandonfort,Arkansas,Grenada,55893
Eugene,Singh,Verizon,1.558104,63,68.55,388.54,TikTok,2023-06-23 05:24:32,South Michael,Virginia,Czech Republic,48451
Angela,Johnson,T-Mobile,7.652818,42,98.51,141.84,Snapchat,2023-07-17 05:20:24,North Jeffreyborough,Arkansas,Lao People's Democratic Republic,11569
Megan,Spears,AT&T,1.226372,80,11.07,313.82,TikTok,2024-01-30 12:53:41,West Kimberlyview,Vermont,Cambodia,95617
James,Warner,Sprint,0.655151,33,26.93,173.31,Snapchat,2023-11-16 17:21:05,Reginashire,Minnesota,Mali,50703
Mary,Patrick,T-Mobile,9.42129,35,80.7,380.86,Facebook,2023-07-21 10:19:29,Wrightside,Kansas,Gibraltar,58552
Emily,Ross,T-Mobile,7.716544,88,98.83,232.78,Facebook,2024-05-19 22:21:43,East Christopher,New Mexico,Nepal,46434
Barbara,Lee,AT&T,8.360839,99,94.56,258.73,YouTube,2024-05-01 23:06:00,Halltown,Florida,Timor-Leste,30843
Sean,Gonzales,Verizon,4.004001,93,85.16,234.4,Snapchat,2023-06-12 22:15:04,Rodriguezmouth,Missouri,Paraguay,10365
Amanda,Romero,Verizon,2.485437,64,62.57,127.96,Twitter,2024-05-18 08:43:33,Meganburgh,California,Korea,58475
Justin,Bowman,T-Mobile,7.356095,48,4.12,260.83,TikTok,2024-01-29 05:56:04,West Abigailview,Washington,Turkey,90861
Michael,Macdonald,AT&T,9.76729,86,17.23,122.5,WhatsApp,2023-09-28 11:18:31,Stacyfurt,Missouri,Andorra,39737
Blake,Patterson,Sprint,8.101561,88,39.31,198.57,Facebook,2024-05-12 22:58:25,Lake Michael,North Dakota,Iran,87716
Daniel,Bush,AT&T,8.592821,72,14.38,107.22,Facebook,2023-12-26 01:52:35,Ruthbury,Iowa,Timor-Leste,71229
Monica,Pitts,Sprint,0.781741,56,80.98,62.2,YouTube,2024-03-20 21:45:29,East Richardmouth,Michigan,Heard Island and McDonald Islands,65884
Jessica,Davis,Sprint,6.686043,48,24.85,100.07,Snapchat,2023-12-25 05:34:57,Port Melissa,Wyoming,Cook Islands,56347
Edwin,Burton,Sprint,7.725055,64,88.14,421.2,Facebook,2023-10-03 13:37:27,Josefort,Hawaii,Lesotho,22137
Rita,Williams,AT&T,8.584362,94,42.28,195.16,Twitter,2024-04-15 09:03:58,Johnsonborough,Colorado,Bosnia and Herzegovina,37637
Sharon,Andrews,T-Mobile,9.120432,44,55.24,444.35,WhatsApp,2023-10-09 10:14:01,Nicholastown,Alaska,Turks and Caicos Islands,87676
Jennifer,Bush,T-Mobile,6.37567,18,21.8,252.41,TikTok,2023-08-24 14:54:01,Juanville,New Hampshire,Latvia,16011
Alisha,Anderson,T-Mobile,1.997778,78,65.89,334.14,Twitter,2024-03-28 07:33:22,Lake Morgan,North Carolina,Lao People's Democratic Republic,24769
Kyle,Thornton,AT&T,3.784036,71,67.08,277.24,WhatsApp,2024-02-09 10:12:08,Sharonview,Michigan,Cook Islands,83317
Dennis,Evans,T-Mobile,1.108254,95,78.35,144.97,Instagram,2023-06-07 12:59:34,Englishtown,Idaho,Peru,31686
Jane,Stein,T-Mobile,5.17944,42,25.02,327.52,Snapchat,2023-11-30 15:55:43,Joannestad,New Mexico,Ghana,22040
Alan,Wilkinson,Sprint,5.667591,51,45.23,73.52,Facebook,2024-01-29 04:27:14,North Michael,New Hampshire,Malawi,63923
Lee,Raymond,Verizon,2.384678,74,6.7,480.08,YouTube,2024-04-25 21:40:40,Port Maxwell,New Hampshire,Dominican Republic,61301
Ashley,Taylor,T-Mobile,9.256263,43,37.18,355.55,Facebook,2023-10-21 08:31:14,East Tonya,Utah,Saudi Arabia,20179
Cody,Jackson,T-Mobile,1.366823,53,46.41,365.88,WhatsApp,2024-01-27 04:12:13,Charlesville,New Mexico,French Guiana,60973
Jesse,Reynolds,T-Mobile,3.796287,55,1.88,133.5,TikTok,2023-08-29 13:29:18,Colleentown,Minnesota,Isle of Man,26640
Travis,Vazquez,Sprint,6.092124,99,33.48,406.98,WhatsApp,2023-12-30 05:00:36,New Jonathanstad,Connecticut,Nepal,88410
Amy,Bates,Sprint,3.648541,78,41.13,30.26,WhatsApp,2023-08-18 15:17:04,Adrianaberg,New York,Dominica,71620
Ana,Lucas,T-Mobile,7.092813,45,98.66,190.85,Facebook,2023-09-01 18:17:48,New Nicholas,Illinois,Cameroon,70119
Elizabeth,Grant,AT&T,1.610817,39,60.61,95.7,YouTube,2024-05-17 16:28:15,Hollandchester,Minnesota,Reunion,11688
Margaret,White,Verizon,6.663098,63,52.57,491.45,Snapchat,2023-08-20 16:07:46,Lake Erikhaven,South Carolina,Holy See (Vatican City State),84844
Mary,Cantu,Sprint,6.761961,62,38.2,3.1,WhatsApp,2023-12-25 03:15:53,Lake Andreafort,Virginia,United Arab Emirates,6094
Mark,Benjamin,T-Mobile,6.10945,44,63.34,301.57,Facebook,2023-06-24 18:46:59,Pamelatown,Connecticut,Czech Republic,94958
Martin,Haynes,Sprint,7.544029,58,78.71,120.24,Instagram,2024-04-06 11:17:11,North Franciscoville,Idaho,Turks and Caicos Islands,85690
Joanna,Bryant,T-Mobile,4.387238,95,87.09,342.8,YouTube,2023-07-24 01:42:55,Carrollstad,Rhode Island,Ethiopia,81681
Peggy,Johnson,T-Mobile,4.695236,47,2.75,356.97,Snapchat,2023-09-05 19:38:56,North Brian,Minnesota,Congo,81041
Cheryl,Duncan,AT&T,4.372793,60,97.03,319.02,Twitter,2024-02-13 13:25:44,West Melissa,Illinois,United States of America,9654
Michelle,Lawrence,Verizon,7.617275,19,1.24,394.16,Snapchat,2023-10-09 18:33:44,East Alexandria,New Mexico,Slovenia,42466
Wayne,Torres,Sprint,9.084175,54,95.1,228.44,TikTok,2024-02-09 12:45:18,West Nancy,Arkansas,Svalbard & Jan Mayen Islands,59682
Bradley,Stone,T-Mobile,8.869882,34,5.79,107.14,Snapchat,2023-09-18 18:00:13,Pughshire,Montana,Anguilla,40183
Richard,Williams,T-Mobile,6.598798,23,11.35,270.5,Snapchat,2023-07-14 19:22:09,North Kari,Vermont,Azerbaijan,26746
Harold,Austin,AT&T,8.680163,51,82.35,90.76,Instagram,2023-10-24 12:43:56,East Breanna,Kansas,Gambia,57677
Nathan,Schroeder,T-Mobile,6.580014,20,43.86,146.11,Twitter,2023-10-22 14:21:04,Fordton,New Jersey,Barbados,62985
Jessica,Rose,T-Mobile,6.066886,39,64.21,11.91,Snapchat,2023-12-03 10:48:55,Brentfort,Ohio,Serbia,71535
Christopher,Gilbert,Sprint,2.676406,36,68.32,319.49,TikTok,2024-02-19 20:19:48,North Charles,Indiana,Guatemala,73644
Cheryl,Lee,Sprint,5.85572,76,72.57,76.1,YouTube,2024-01-18 11:01:59,West Angelachester,West Virginia,United Kingdom,58093
Jason,Travis,Sprint,7.523892,60,81.35,108.83,Instagram,2023-10-02 10:37:51,Salazarmouth,Minnesota,Congo,19522
Keith,Callahan,Sprint,6.401308,79,61.04,115.83,YouTube,2023-06-05 08:28:19,West Lindsay,South Carolina,Sierra Leone,25565
Matthew,Lopez,Sprint,8.245317,43,94.07,381.67,Instagram,2024-04-26 18:29:13,Wellstown,Utah,Oman,84105
Wyatt,Patterson,AT&T,5.57576,79,49.12,50.71,YouTube,2024-03-26 17:16:44,Derekton,Michigan,Jamaica,59357
James,Massey,T-Mobile,6.470595,65,15.82,58.43,WhatsApp,2023-12-25 08:20:10,South Williamton,New York,Czech Republic,29815
Marcia,Lyons,T-Mobile,8.423687,56,86.21,185.39,Twitter,2024-05-03 13:26:04,Port Michael,Mississippi,France,68158
Amy,Wilson,AT&T,8.721733,25,65.18,388.27,WhatsApp,2023-09-30 09:34:41,Amandaborough,California,South Africa,11556
Joshua,Evans,Verizon,2.779894,35,59.13,366.7,Twitter,2023-09-11 07:37:23,West Christine,Colorado,French Southern Territories,46089
Mary,Moran,Sprint,7.890479,55,76.02,24.42,YouTube,2023-09-15 02:54:31,Travishaven,Maryland,Malta,11042
Diana,Carroll,Verizon,5.101776,38,59.19,414.42,Facebook,2024-01-11 23:32:17,Hutchinsonhaven,Colorado,Brunei Darussalam,87958
Lisa,Floyd,Verizon,3.204761,81,48.62,469.04,TikTok,2024-04-13 05:41:52,New Timothychester,Nebraska,Switzerland,44694
Jacob,Stephens,Sprint,8.775954,69,75.86,224.58,WhatsApp,2023-12-03 16:58:14,North Scottton,Nebraska,Seychelles,6755
Elizabeth,Swanson,T-Mobile,7.48701,62,25.51,264.0,Facebook,2024-01-12 21:33:48,Patriciaside,New Jersey,Belgium,64405
Debra,Smith,Verizon,5.3632,23,62.9,491.57,Instagram,2023-06-30 16:02:14,Port Gerald,New York,Tanzania,35614
Jerry,Mcbride,AT&T,5.466113,86,45.61,464.36,Twitter,2023-06-21 21:44:38,Port Amber,Arkansas,Palestinian Territory,22920
Jessica,Taylor,AT&T,5.667346,79,76.71,419.4,Twitter,2023-12-15 02:11:05,Joannahaven,Colorado,Gibraltar,76976
Peggy,Sandoval,T-Mobile,6.805312,92,64.7,408.3,Facebook,2023-11-20 14:29:23,Greenland,Iowa,Bulgaria,56182
James,Smith,Verizon,6.86218,31,1.49,77.27,Snapchat,2023-12-28 18:06:49,South Erin,West Virginia,Angola,42579
Jill,Shelton,Sprint,5.503868,27,4.77,107.7,Twitter,2023-11-06 03:54:37,Smithchester,Nebraska,Tokelau,10361
Mary,Henry,Verizon,2.017271,79,52.75,473.17,Facebook,2023-09-14 14:17:29,North Daniel,Florida,Svalbard & Jan Mayen Islands,92694
Andrew,Stewart,Verizon,1.371328,70,6.95,352.82,WhatsApp,2023-10-11 22:01:27,Jonesview,New Hampshire,Slovakia (Slovak Republic),25804
Zachary,Rodriguez,AT&T,1.437993,28,4.72,246.6,Twitter,2023-09-20 20:21:17,Peterchester,Kansas,Zimbabwe,89741
Pamela,Anthony,T-Mobile,8.00491,38,58.51,282.25,Facebook,2023-07-18 11:04:29,Chandlerchester,Florida,Yemen,92355
Jonathan,Watson,AT&T,6.666409,37,78.59,266.45,Facebook,2024-05-20 21:04:28,Lake Jamesmouth,Nebraska,Ireland,31298
Richard,Weber,Sprint,4.288652,52,35.75,315.82,TikTok,2023-11-30 01:54:04,North Christineland,Texas,Vietnam,76473
Jacob,Casey,T-Mobile,6.280395,97,68.77,70.52,YouTube,2024-04-03 03:14:51,Johnmouth,Connecticut,Cyprus,41781
Andrea,Cross,Verizon,1.597994,82,42.09,12.51,WhatsApp,2023-11-18 01:00:49,South Troymouth,Pennsylvania,Solomon Islands,16518
Michael,Merritt,Verizon,1.150985,58,6.05,246.21,Snapchat,2024-01-29 13:53:26,Vanessaberg,South Dakota,French Southern Territories,39696
Christopher,Dennis,Sprint,9.768803,38,41.28,191.98,Facebook,2023-10-13 20:27:21,Wilsonville,North Carolina,Rwanda,5388
Heather,Coleman,T-Mobile,9.918669,36,99.86,100.55,YouTube,2024-03-07 12:44:09,Smithville,South Carolina,Guatemala,90505
Michael,Nichols,Sprint,5.325547,57,78.77,437.68,Facebook,2023-08-07 18:44:38,Elliottbury,Iowa,Saint Martin,22171
Haley,Wilson,Verizon,6.62426,48,12.4,207.28,Snapchat,2023-07-09 11:08:20,South Brenda,Kansas,Nicaragua,80300
Jose,Spencer,Sprint,3.563619,96,62.38,19.22,Instagram,2023-11-19 03:11:31,East Robertport,Vermont,United Arab Emirates,41558
Ryan,Kim,T-Mobile,4.348013,24,70.47,57.59,TikTok,2023-07-01 01:42:39,Ashleyhaven,Louisiana,Albania,99376
Corey,Gonzalez,T-Mobile,9.71712,58,53.19,343.82,Twitter,2023-06-08 16:44:21,East Kimberly,Nevada,Yemen,47261
Robert,Anderson,AT&T,9.088853,88,28.51,53.33,Twitter,2023-06-12 05:49:26,Hernandezstad,Kansas,Faroe Islands,32690
Chad,Villanueva,Verizon,1.892515,32,72.74,84.88,Snapchat,2023-09-17 23:34:01,Jacksonberg,Kansas,Malta,81174
Sara,Blackwell,AT&T,9.436764,69,54.22,258.43,Snapchat,2023-09-15 03:34:03,Davidchester,Michigan,Senegal,70260
Timothy,Armstrong,AT&T,5.250568,98,99.41,87.03,Snapchat,2023-12-20 15:03:11,East Zachary,Wyoming,Kazakhstan,85592
Felicia,Perez,AT&T,9.165295,81,60.45,417.92,Instagram,2023-09-13 08:07:49,North Jared,Maryland,Slovenia,6033
Dawn,Perez,T-Mobile,4.214417,19,23.82,158.79,Snapchat,2023-10-09 15:41:12,Lake Cynthiaside,Kansas,Oman,36885
Joanna,Jones,Verizon,1.766545,89,33.8,261.6,WhatsApp,2023-12-02 14:31:18,Rebeccaville,Minnesota,Cape Verde,87032
Mark,Garcia,Verizon,6.334965,90,80.67,178.08,Facebook,2024-02-24 22:55:35,South Davidport,Iowa,Taiwan,45451
Lori,Anderson,Sprint,0.681929,74,4.72,125.87,Snapchat,2023-09-18 12:15:23,Williamsstad,Washington,Denmark,56608
Ann,Nguyen,Sprint,5.621292,84,62.71,446.51,Facebook,2023-12-19 02:34:47,Owensport,North Carolina,New Zealand,73309
Becky,Arias,Verizon,4.883987,69,77.91,227.13,YouTube,2024-05-20 22:09:02,Jeremyton,Rhode Island,Greenland,30646
Kimberly,Smith,Sprint,2.159528,19,60.35,463.35,Instagram,2024-04-25 04:16:10,East Jenniferhaven,Colorado,Morocco,36067
Jennifer,Clark,AT&T,0.849956,74,3.82,411.64,Instagram,2024-03-19 22:23:51,Paigeberg,Nevada,Isle of Man,62391
Deborah,Wilkerson,AT&T,8.080516,84,28.95,363.29,Twitter,2024-01-25 09:34:37,Aguirreburgh,Idaho,Guinea,48980
Paul,Nelson,T-Mobile,2.806482,59,97.81,252.2,Instagram,2023-09-19 00:23:28,East Sharonmouth,Missouri,Sri Lanka,81281
Cameron,Collins,Sprint,2.637924,45,97.52,135.46,Snapchat,2023-06-05 22:11:58,Brianshire,North Carolina,Guyana,86870
Jennifer,Johnson,AT&T,1.763863,47,41.3,364.9,Twitter,2023-10-04 23:57:34,South Lindsayberg,Ohio,Mayotte,70107
Allison,Miller,AT&T,3.788887,93,59.13,193.46,TikTok,2024-01-07 14:31:59,Mccoyshire,Mississippi,Kazakhstan,92690
Bonnie,Duncan,AT&T,5.740795,91,83.3,94.76,Twitter,2023-10-30 05:17:14,Lake Lisa,Massachusetts,Senegal,20000
David,Wilson,AT&T,0.753691,90,98.16,24.54,Snapchat,2024-03-22 19:23:45,South Chadbury,Minnesota,Christmas Island,6444
Carlos,Ruiz,AT&T,5.018105,20,91.79,155.68,Twitter,2024-02-22 16:17:22,Millerport,Utah,Monaco,39455
Mark,Morrow,Sprint,7.512737,89,85.68,165.99,WhatsApp,2024-04-08 14:28:28,Murphychester,New York,Tajikistan,10107
Scott,Adams,Verizon,1.929551,92,58.32,385.98,Instagram,2023-11-18 21:05:20,Ryanborough,Alabama,Yemen,30307
George,Freeman,AT&T,1.91936,48,74.72,418.39,WhatsApp,2023-06-14 22:26:52,Brianfurt,North Dakota,Cote d'Ivoire,23402
Tammy,Delgado,AT&T,4.207521,56,74.92,233.24,TikTok,2023-10-26 13:57:50,Grahamburgh,Iowa,Marshall Islands,13727
Regina,Smith,Sprint,3.753681,68,88.12,45.85,Instagram,2024-03-03 11:59:47,Tracymouth,Alaska,Cote d'Ivoire,22771
Lindsay,Patel,T-Mobile,3.719679,93,37.78,168.78,Snapchat,2024-02-15 01:53:20,Burnsfurt,Massachusetts,French Guiana,49620
Megan,Cook,Sprint,1.318065,20,60.41,442.85,Twitter,2023-06-03 11:19:35,Rileystad,South Dakota,Wallis and Futuna,73530
Jason,Sullivan,Verizon,4.907769,36,73.89,64.88,Twitter,2024-01-11 11:36:42,South Jessicabury,Massachusetts,Singapore,5087
Justin,Garrison,AT&T,6.534831,18,23.23,344.44,TikTok,2023-08-08 21:16:10,Rodriguezstad,Delaware,Turkmenistan,81865
Brian,Flowers,Verizon,1.826089,100,90.7,31.05,Twitter,2024-03-11 08:51:12,New Alyssastad,Illinois,Oman,37613
Dominique,Rangel,Verizon,5.9645,79,54.17,391.87,Snapchat,2024-04-16 21:12:37,Michelleview,Tennessee,Kyrgyz Republic,96486
Thomas,Larson,T-Mobile,3.690274,52,29.53,57.46,Instagram,2023-07-19 23:58:49,West Donaldfurt,Nebraska,Germany,15932
Tim,Riddle,T-Mobile,3.673924,64,58.87,251.08,TikTok,2023-08-21 01:40:32,Austinburgh,Alaska,Ukraine,50300
Rebecca,Flores,Sprint,7.371453,89,68.73,87.21,Snapchat,2024-03-04 10:13:26,South Dennis,Florida,Central African Republic,44345
Jerry,Rodriguez,Sprint,6.82008,93,3.39,87.08,YouTube,2023-07-04 03:18:23,Waltonville,Arizona,Serbia,68381
Miguel,Sullivan,Sprint,7.768129,73,79.66,209.28,WhatsApp,2023-06-19 07:55:46,Mclaughlinton,West Virginia,Northern Mariana Islands,26070
Jennifer,James,AT&T,9.537241,99,65.07,42.33,Facebook,2024-02-14 19:20:25,New Jennifer,New York,Saint Martin,15889
Scott,Young,T-Mobile,3.120708,96,5.4,121.11,WhatsApp,2023-10-26 19:15:35,Port Kristintown,Nebraska,Swaziland,20807
Linda,Smith,Verizon,4.396108,38,72.85,135.35,TikTok,2023-12-12 18:00:19,Port Michael,Arizona,Dominica,95840
Tina,Rodriguez,AT&T,5.654015,34,33.49,429.87,Snapchat,2023-12-31 10:43:41,Christineton,Rhode Island,Tunisia,6865
Misty,Carpenter,Verizon,7.449686,47,33.3,54.19,Facebook,2024-02-11 06:04:14,Michaelbury,Tennessee,Switzerland,35343
Joseph,Jones,T-Mobile,1.949329,54,8.32,145.26,YouTube,2024-05-12 21:03:58,Crossville,North Dakota,Bahrain,30821
Michael,Lambert,T-Mobile,2.341092,42,93.89,204.93,WhatsApp,2023-08-29 14:43:05,Lesliemouth,Arizona,Mozambique,94970
Kristen,Marshall,AT&T,1.286517,93,53.57,459.91,YouTube,2024-01-26 16:03:53,Lake Daniel,Oklahoma,Sierra Leone,47780
Tina,Williams,T-Mobile,1.432689,98,0.25,182.9,WhatsApp,2024-03-15 16:46:58,East Danielhaven,Wyoming,Fiji,65369
Rickey,Newman,Verizon,6.040477,86,33.1,290.33,Facebook,2023-06-12 09:45:47,Stricklandtown,South Carolina,Central African Republic,34452
Kenneth,Strong,Sprint,5.773253,85,92.78,375.35,Facebook,2024-02-11 17:36:32,South Anna,Louisiana,Cameroon,40270
Marcus,Daniels,AT&T,9.066908,37,46.05,131.35,TikTok,2023-08-15 03:59:43,Claytonmouth,Florida,Indonesia,64921
Amy,Maldonado,AT&T,6.667619,60,84.35,77.1,TikTok,2024-05-11 10:25:11,Jenniferfort,California,Luxembourg,94064
David,Fowler,Verizon,9.85569,85,66.77,214.67,TikTok,2023-06-29 07:28:41,Joshuaport,New Hampshire,Paraguay,51908
Olivia,Reynolds,AT&T,2.686492,81,34.13,498.1,TikTok,2023-09-02 22:45:06,Sonyaburgh,Idaho,Bangladesh,59964
Michael,Greer,AT&T,6.8505,52,66.1,222.51,WhatsApp,2023-07-19 12:22:16,New Michaelborough,New Hampshire,Kazakhstan,81519
Kristin,Lopez,Verizon,6.276466,36,18.52,82.68,WhatsApp,2023-12-29 04:25:17,North Elizabeth,Virginia,Congo,22558
Samantha,Johnson,Sprint,1.541195,50,56.83,246.51,WhatsApp,2023-11-20 05:30:30,Fitzgeraldbury,Georgia,Venezuela,9301
Samuel,Smith,T-Mobile,2.216455,27,99.38,468.02,Snapchat,2024-04-20 10:16:38,Lake Ellen,Massachusetts,Lao People's Democratic Republic,10925
Alexis,Scott,Verizon,6.751838,88,14.51,171.87,TikTok,2024-04-02 16:36:15,Chandlermouth,Kentucky,Dominican Republic,50450
William,Thompson,AT&T,4.867125,76,31.61,362.44,Snapchat,2023-05-31 20:06:23,North James,Alaska,Wallis and Futuna,29313
Jennifer,Hicks,AT&T,4.398037,75,8.64,365.58,YouTube,2023-11-22 06:09:26,Mitchellhaven,South Dakota,New Caledonia,4865
Edward,Gutierrez,T-Mobile,8.128204,72,6.69,339.01,Twitter,2024-02-17 14:47:10,Michaelborough,Wyoming,Colombia,51600
Mark,Nguyen,Verizon,2.700976,26,56.88,57.28,Twitter,2023-07-19 02:45:12,Timothyfort,Montana,Argentina,53597
David,Hull,AT&T,8.893787,73,63.06,400.27,WhatsApp,2023-06-22 16:50:09,East Kelly,Oregon,Swaziland,16094
Tracey,Hunter,AT&T,8.068288,36,56.37,478.42,WhatsApp,2024-01-12 12:17:14,West Frank,Missouri,Saint Lucia,68220
Jason,Myers,T-Mobile,7.515039,56,96.22,40.98,YouTube,2024-01-05 09:50:45,Chadview,Massachusetts,Malta,63080
Tamara,Rivera,Sprint,9.868253,92,77.5,85.58,YouTube,2024-04-22 08:39:34,Jacobsville,Tennessee,Spain,89379
Jessica,Acosta,Verizon,6.279729,90,80.35,88.36,WhatsApp,2023-09-06 08:56:49,Michaelton,New Hampshire,Brazil,39438
Ashley,Wilkins,T-Mobile,7.609246,25,23.49,37.83,WhatsApp,2023-11-30 12:51:25,Cynthiaton,New Mexico,Taiwan,942
Katherine,Rodriguez,AT&T,0.996805,69,76.39,261.95,Facebook,2023-09-21 00:29:01,West Timothy,Missouri,Uganda,64158
Stephanie,Rasmussen,T-Mobile,2.180751,69,72.38,370.66,YouTube,2023-08-24 00:12:11,East Courtney,Kansas,Qatar,90295
Frances,Rosario,AT&T,7.026018,69,36.97,295.06,Snapchat,2023-12-20 08:51:17,Lake Marisabury,Maryland,Cocos (Keeling) Islands,78879
Holly,Rodgers,Verizon,9.603861,37,82.44,119.71,Facebook,2024-05-22 22:58:52,North Heatherland,Wisconsin,Iraq,3041
Christina,Buchanan,Verizon,9.730602,30,61.8,14.06,Twitter,2023-07-14 18:07:07,Jacobside,New Jersey,Samoa,35462
Lauren,Farrell,T-Mobile,1.86848,35,35.82,427.91,Snapchat,2024-04-01 19:25:42,South Jack,Iowa,Taiwan,4642
